Dataset Name,Activity Type,Emission Resource
Exiobase 2019,5.1 - Listed equity and corporate bonds,Processing of nuclear fuel
Exiobase 2019,Purchased Goods and Services,"Crude petroleum and services related to crude oil extraction, excluding surveying"
Exiobase 2019,Capital Goods / CAPEX,"Crude petroleum and services related to crude oil extraction, excluding surveying"
Exiobase 2019,Purchased Goods and Services,products of Vegetable oils and fats
Exiobase 2019,Capital Goods / CAPEX,products of Vegetable oils and fats
Exiobase 2019,5.2 - Business loans and unlisted equity,Construction 
Exiobase 2019,Top-Down,Construction 
Exiobase 2019,5.1 - Listed equity and corporate bonds,Construction 
Exiobase 2019,5.2 - Business loans and unlisted equity,Production of electricity by petroleum and other oil derivatives
Exiobase 2019,Top-Down,Production of electricity by petroleum and other oil derivatives
Exiobase 2019,5.1 - Listed equity and corporate bonds,Production of electricity by petroleum and other oil derivatives
Exiobase 2019,Purchased Goods and Services,"Radio, television and communication equipment and apparatus "
Exiobase 2019,Capital Goods / CAPEX,"Radio, television and communication equipment and apparatus "
Exiobase 2019,Purchased Goods and Services,Raw milk
Exiobase 2019,Capital Goods / CAPEX,Raw milk
Exiobase 2019,Purchased Goods and Services,Health and social work services 
Exiobase 2019,Capital Goods / CAPEX,Health and social work services 
Exiobase 2019,Purchased Goods and Services,Transportation services via pipelines
Exiobase 2019,Employee Commuting,Transportation services via pipelines
Exiobase 2019,Upstream Transportation and Distribution,Transportation services via pipelines
Exiobase 2019,Capital Goods / CAPEX,Transportation services via pipelines
Exiobase 2019,Downstream Transportation and Distribution,Transportation services via pipelines
Exiobase 2019,Business Travel,Transportation services via pipelines
Exiobase 2019,Purchased Goods and Services,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles "
Exiobase 2019,Capital Goods / CAPEX,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles "
Exiobase 2019,Purchased Goods and Services,Poultry
Exiobase 2019,Capital Goods / CAPEX,Poultry
Exiobase 2019,5.2 - Business loans and unlisted equity,Processing of meat cattle
Exiobase 2019,Top-Down,Processing of meat cattle
Exiobase 2019,5.1 - Listed equity and corporate bonds,Processing of meat cattle
Exiobase 2019,5.2 - Business loans and unlisted equity,Construction 
Exiobase 2019,Top-Down,Construction 
Exiobase 2019,5.1 - Listed equity and corporate bonds,Construction 
Exiobase 2019,5.2 - Business loans and unlisted equity,Re-processing of secondary paper into new pulp
Exiobase 2019,Top-Down,Re-processing of secondary paper into new pulp
Exiobase 2019,5.1 - Listed equity and corporate bonds,Re-processing of secondary paper into new pulp
Exiobase 2019,Purchased Goods and Services,Paper and wood waste for treatment: composting and land application
Exiobase 2019,Capital Goods / CAPEX,Paper and wood waste for treatment: composting and land application
Exiobase 2019,Purchased Goods and Services,"Motor vehicles, trailers and semi-trailers "
Exiobase 2019,Capital Goods / CAPEX,"Motor vehicles, trailers and semi-trailers "
Exiobase 2019,5.2 - Business loans and unlisted equity,"Biogasification of paper, incl. land application"
Exiobase 2019,Top-Down,"Biogasification of paper, incl. land application"
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Biogasification of paper, incl. land application"
Exiobase 2019,Purchased Goods and Services,Paper and wood waste for treatment: composting and land application
Exiobase 2019,Capital Goods / CAPEX,Paper and wood waste for treatment: composting and land application
Exiobase 2019,5.2 - Business loans and unlisted equity,Landfill of waste: Textiles
Exiobase 2019,Top-Down,Landfill of waste: Textiles
Exiobase 2019,5.1 - Listed equity and corporate bonds,Landfill of waste: Textiles
Exiobase 2019,Purchased Goods and Services,Kerosene Type Jet Fuel
Exiobase 2019,Capital Goods / CAPEX,Kerosene Type Jet Fuel
Exiobase 2019,Purchased Goods and Services,Fish and other fishing products; services incidental of fishing 
Exiobase 2019,Capital Goods / CAPEX,Fish and other fishing products; services incidental of fishing 
Exiobase 2019,Purchased Goods and Services,Paraffin Waxes
Exiobase 2019,Capital Goods / CAPEX,Paraffin Waxes
Exiobase 2019,5.2 - Business loans and unlisted equity,Post and telecommunications 
Exiobase 2019,Top-Down,Post and telecommunications 
Exiobase 2019,5.1 - Listed equity and corporate bonds,Post and telecommunications 
Exiobase 2019,5.2 - Business loans and unlisted equity,Manufacture of machinery and equipment n.e.c. 
Exiobase 2019,Top-Down,Manufacture of machinery and equipment n.e.c. 
Exiobase 2019,5.1 - Listed equity and corporate bonds,Manufacture of machinery and equipment n.e.c. 
Exiobase 2019,5.2 - Business loans and unlisted equity,"Plastics, basic"
Exiobase 2019,Top-Down,"Plastics, basic"
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Plastics, basic"
Exiobase 2019,Purchased Goods and Services,Steam and hot water supply services
Exiobase 2019,Capital Goods / CAPEX,Steam and hot water supply services
Exiobase 2019,5.2 - Business loans and unlisted equity,Manufacture of furniture; manufacturing n.e.c. 
Exiobase 2019,Top-Down,Manufacture of furniture; manufacturing n.e.c. 
Exiobase 2019,5.1 - Listed equity and corporate bonds,Manufacture of furniture; manufacturing n.e.c. 
Exiobase 2019,Purchased Goods and Services,Iron ores
Exiobase 2019,Capital Goods / CAPEX,Iron ores
Exiobase 2019,5.2 - Business loans and unlisted equity,Re-processing of secondary glass into new glass
Exiobase 2019,Top-Down,Re-processing of secondary glass into new glass
Exiobase 2019,5.1 - Listed equity and corporate bonds,Re-processing of secondary glass into new glass
Exiobase 2019,5.2 - Business loans and unlisted equity,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials "
Exiobase 2019,Top-Down,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials "
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials "
Exiobase 2019,Purchased Goods and Services,Coke Oven Coke
Exiobase 2019,Capital Goods / CAPEX,Coke Oven Coke
Exiobase 2019,Purchased Goods and Services,Non-specified Petroleum Products
Exiobase 2019,Capital Goods / CAPEX,Non-specified Petroleum Products
Exiobase 2019,Purchased Goods and Services,Kerosene
Exiobase 2019,Capital Goods / CAPEX,Kerosene
Exiobase 2019,5.2 - Business loans and unlisted equity,Manufacture of electrical machinery and apparatus n.e.c. 
Exiobase 2019,Top-Down,Manufacture of electrical machinery and apparatus n.e.c. 
Exiobase 2019,5.1 - Listed equity and corporate bonds,Manufacture of electrical machinery and apparatus n.e.c. 
Exiobase 2019,Purchased Goods and Services,"Plastics, basic"
Exiobase 2019,Capital Goods / CAPEX,"Plastics, basic"
Exiobase 2019,5.2 - Business loans and unlisted equity,Manufacture of gas; distribution of gaseous fuels through mains
Exiobase 2019,Top-Down,Manufacture of gas; distribution of gaseous fuels through mains
Exiobase 2019,5.1 - Listed equity and corporate bonds,Manufacture of gas; distribution of gaseous fuels through mains
Exiobase 2019,Purchased Goods and Services,Paper waste for treatment: biogasification and land application
Exiobase 2019,Capital Goods / CAPEX,Paper waste for treatment: biogasification and land application
Exiobase 2019,Purchased Goods and Services,Products of meat poultry
Exiobase 2019,Capital Goods / CAPEX,Products of meat poultry
Exiobase 2019,5.2 - Business loans and unlisted equity,Other land transport
Exiobase 2019,Top-Down,Other land transport
Exiobase 2019,5.1 - Listed equity and corporate bonds,Other land transport
Exiobase 2019,Purchased Goods and Services,"Crude petroleum and services related to crude oil extraction, excluding surveying"
Exiobase 2019,Capital Goods / CAPEX,"Crude petroleum and services related to crude oil extraction, excluding surveying"
Exiobase 2019,Purchased Goods and Services,Other waste for treatment: waste water treatment
Exiobase 2019,Capital Goods / CAPEX,Other waste for treatment: waste water treatment
Exiobase 2019,Purchased Goods and Services,Pulp
Exiobase 2019,Capital Goods / CAPEX,Pulp
Exiobase 2019,5.2 - Business loans and unlisted equity,Public administration and defence; compulsory social security 
Exiobase 2019,Top-Down,Public administration and defence; compulsory social security 
Exiobase 2019,5.1 - Listed equity and corporate bonds,Public administration and defence; compulsory social security 
Exiobase 2019,5.2 - Business loans and unlisted equity,Computer and related activities 
Exiobase 2019,Top-Down,Computer and related activities 
Exiobase 2019,5.1 - Listed equity and corporate bonds,Computer and related activities 
Exiobase 2019,Purchased Goods and Services,Other Bituminous Coal
Exiobase 2019,Capital Goods / CAPEX,Other Bituminous Coal
Exiobase 2019,5.2 - Business loans and unlisted equity,Transport via pipelines
Exiobase 2019,Top-Down,Transport via pipelines
Exiobase 2019,5.1 - Listed equity and corporate bonds,Transport via pipelines
Exiobase 2019,Purchased Goods and Services,Other non-ferrous metal ores and concentrates
Exiobase 2019,Capital Goods / CAPEX,Other non-ferrous metal ores and concentrates
Exiobase 2019,5.2 - Business loans and unlisted equity,"Biogasification of paper, incl. land application"
Exiobase 2019,Top-Down,"Biogasification of paper, incl. land application"
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Biogasification of paper, incl. land application"
Exiobase 2019,Purchased Goods and Services,Electricity by solar photovoltaic
Exiobase 2019,Capital Goods / CAPEX,Electricity by solar photovoltaic
Exiobase 2019,5.2 - Business loans and unlisted equity,Distribution and trade of electricity
Exiobase 2019,Top-Down,Distribution and trade of electricity
Exiobase 2019,5.1 - Listed equity and corporate bonds,Distribution and trade of electricity
Exiobase 2019,5.2 - Business loans and unlisted equity,"Manufacture of bricks, tiles and construction products, in baked clay"
Exiobase 2019,Top-Down,"Manufacture of bricks, tiles and construction products, in baked clay"
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Manufacture of bricks, tiles and construction products, in baked clay"
Exiobase 2019,Purchased Goods and Services,Naphtha
Exiobase 2019,Capital Goods / CAPEX,Naphtha
Exiobase 2019,Purchased Goods and Services,Sewage sludge for treatment: biogasification and land application
Exiobase 2019,Capital Goods / CAPEX,Sewage sludge for treatment: biogasification and land application
Exiobase 2019,5.2 - Business loans and unlisted equity,"Biogasification of food waste, incl. land application"
Exiobase 2019,Top-Down,"Biogasification of food waste, incl. land application"
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Biogasification of food waste, incl. land application"
Exiobase 2019,5.2 - Business loans and unlisted equity,Manufacture of glass and glass products
Exiobase 2019,Top-Down,Manufacture of glass and glass products
Exiobase 2019,5.1 - Listed equity and corporate bonds,Manufacture of glass and glass products
Exiobase 2019,Purchased Goods and Services,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c."
Exiobase 2019,Capital Goods / CAPEX,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c."
Exiobase 2019,Purchased Goods and Services,Education services 
Exiobase 2019,Capital Goods / CAPEX,Education services 
Exiobase 2019,5.2 - Business loans and unlisted equity,Production of electricity nec
Exiobase 2019,Top-Down,Production of electricity nec
Exiobase 2019,5.1 - Listed equity and corporate bonds,Production of electricity nec
Exiobase 2019,Purchased Goods and Services,Gas/Diesel Oil
Exiobase 2019,Capital Goods / CAPEX,Gas/Diesel Oil
Exiobase 2019,5.2 - Business loans and unlisted equity,Renting of machinery and equipment without operator and of personal and household goods 
Exiobase 2019,Top-Down,Renting of machinery and equipment without operator and of personal and household goods 
Exiobase 2019,5.1 - Listed equity and corporate bonds,Renting of machinery and equipment without operator and of personal and household goods 
Exiobase 2019,5.2 - Business loans and unlisted equity,Public administration and defence; compulsory social security 
Exiobase 2019,Top-Down,Public administration and defence; compulsory social security 
Exiobase 2019,5.1 - Listed equity and corporate bonds,Public administration and defence; compulsory social security 
Exiobase 2019,5.2 - Business loans and unlisted equity,Post and telecommunications 
Exiobase 2019,Top-Down,Post and telecommunications 
Exiobase 2019,5.1 - Listed equity and corporate bonds,Post and telecommunications 
Exiobase 2019,Purchased Goods and Services,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles "
Exiobase 2019,Capital Goods / CAPEX,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles "
Exiobase 2019,Purchased Goods and Services,Distribution services of gaseous fuels through mains
Exiobase 2019,Capital Goods / CAPEX,Distribution services of gaseous fuels through mains
Exiobase 2019,5.2 - Business loans and unlisted equity,Production of electricity by solar thermal
